,time,open,high,low,close,tick_volume,spread,real_volume
31,2020-02-14,1.08385,1.08605,1.08266,1.08306,1052078,13,151990800000
32,2020-02-17,1.08391,1.08503,1.08284,1.08342,355753,15,53362950000
33,2020-02-18,1.08342,1.08373,1.0784799999999999,1.07911,564307,15,84646050000
34,2020-02-19,1.07911,1.0811,1.07815,1.08039,546016,15,81902400000
35,2020-02-20,1.08037,1.0820400000000001,1.07772,1.07841,611934,15,91790100000
36,2020-02-21,1.07841,1.08628,1.07828,1.08468,605890,13,90883500000
37,2020-02-24,1.0824,1.08714,1.08043,1.08519,747020,15,112053000000
38,2020-02-25,1.08519,1.08895,1.08294,1.08803,818056,15,122708400000
39,2020-02-26,1.08803,1.09081,1.08542,1.08805,844333,15,126649950000
40,2020-02-27,1.08805,1.10057,1.08773,1.09992,920536,15,138080400000
41,2020-02-28,1.09992,1.10523,1.0950199999999999,1.10262,1064469,13,159670350000
42,2020-03-02,1.10475,1.11842,1.10356,1.11327,999303,15,149895450000
43,2020-03-03,1.11327,1.12128,1.10947,1.1171,922222,15,138333300000
44,2020-03-04,1.1171,1.11869,1.10948,1.11339,827472,15,124120800000
45,2020-03-05,1.11339,1.12442,1.11189,1.12371,796877,15,119531550000
46,2020-03-06,1.12371,1.1354,1.12107,1.12846,1011533,13,151729950000
47,2020-03-09,1.13468,1.1496,1.13391,1.1446,1551519,15,172912650000
48,2020-03-10,1.1446,1.14572,1.12742,1.12906,1201475,15,180221250000
49,2020-03-11,1.12906,1.1366,1.12499,1.12601,1087321,15,163098150000
50,2020-03-12,1.12601,1.13328,1.1054599999999999,1.11671,1143386,15,171507900000
51,2020-03-13,1.11666,1.12206,1.10542,1.11124,1204774,13,180716100000
52,2020-03-16,1.11879,1.12361,1.10843,1.11773,1247777,15,187166550000
53,2020-03-17,1.11773,1.11885,1.09544,1.10043,1242973,15,186445950000
54,2020-03-18,1.10043,1.10445,1.08008,1.0911,1248872,15,187330800000
55,2020-03-19,1.0911,1.09811,1.06538,1.06619,1255255,15,188288250000
56,2020-03-20,1.06619,1.08305,1.0636700000000001,1.06906,1286111,13,192916650000
57,2020-03-23,1.06957,1.08275,1.06354,1.07265,1269263,15,190389450000
58,2020-03-24,1.07265,1.08874,1.07253,1.07837,1183150,15,177472500000
59,2020-03-25,1.07837,1.08933,1.07597,1.08793,1173011,15,175951650000
60,2020-03-26,1.08793,1.10581,1.08697,1.10283,1011792,15,151768800000
61,2020-03-27,1.10283,1.11467,1.09526,1.11396,981553,13,147232950000
62,2020-03-30,1.11152,1.11435,1.10093,1.10434,839131,15,125869650000
63,2020-03-31,1.1039,1.10528,1.0926,1.10261,903982,15,135597300000
64,2020-04-01,1.10272,1.10385,1.09019,1.09616,844599,15,126689850000
65,2020-04-02,1.09616,1.0967,1.082,1.08555,884498,16,132674700000
66,2020-04-03,1.08555,1.08642,1.0772,1.08001,828205,13,124230750000
67,2020-04-06,1.08067,1.08348,1.07676,1.07916,863731,16,129559650000
68,2020-04-07,1.07915,1.09254,1.07831,1.08907,855996,16,128399400000
69,2020-04-08,1.08903,1.09013,1.08293,1.08558,792090,15,118813500000
70,2020-04-09,1.08558,1.0951,1.08402,1.09282,813187,16,121978050000
71,2020-04-10,1.09282,1.09517,1.09183,1.09358,420755,13,63113250000
72,2020-04-13,1.0947,1.09671,1.08919,1.09098,539327,16,80899050000
73,2020-04-14,1.09098,1.09864,1.08997,1.09795,721383,16,108207450000
74,2020-04-15,1.09795,1.09901,1.08557,1.09084,753250,16,112987500000
75,2020-04-16,1.09061,1.09107,1.08159,1.08382,805074,16,120761100000
76,2020-04-17,1.08382,1.08918,1.08113,1.08748,802198,13,120329700000
77,2020-04-20,1.08663,1.08959,1.08405,1.08595,687199,16,103079850000
78,2020-04-21,1.08595,1.08795,1.08159,1.08564,783195,16,117479250000
79,2020-04-22,1.08557,1.08846,1.08025,1.08222,657381,16,98607150000
80,2020-04-23,1.08222,1.0846,1.07552,1.07758,764920,16,114738000000
81,2020-04-24,1.07758,1.0829,1.07262,1.0822,702449,13,105367350000
82,2020-04-27,1.08201,1.08594,1.08107,1.0828,693425,16,104013750000
83,2020-04-28,1.0828,1.08877,1.08088,1.08182,697107,16,104566050000
84,2020-04-29,1.08182,1.0884800000000001,1.08177,1.08743,708059,16,106208850000
85,2020-04-30,1.08743,1.0972,1.08322,1.09507,771804,16,115770600000
86,2020-05-01,1.09507,1.10179,1.09337,1.09806,597806,13,89670900000
87,2020-05-04,1.09627,1.09767,1.08949,1.09065,688018,16,103202700000
88,2020-05-05,1.09065,1.09252,1.08251,1.0839,669673,16,100450950000
89,2020-05-06,1.0839,1.08453,1.07812,1.07929,664106,16,99615900000
90,2020-05-07,1.07925,1.08334,1.07658,1.08319,715364,16,107304600000
91,2020-05-08,1.08319,1.08749,1.08144,1.08352,561449,13,84217350000
92,2020-05-11,1.08249,1.08497,1.07999,1.0806,581547,16,87232050000
93,2020-05-12,1.0806,1.08845,1.07836,1.08469,613816,16,92072400000
94,2020-05-13,1.08464,1.08957,1.08109,1.08173,646663,16,96999450000
95,2020-05-14,1.08167,1.08231,1.0774,1.08031,619432,16,92914800000
96,2020-05-15,1.08032,1.08503,1.07882,1.0819,603671,13,90550650000
97,2020-05-18,1.08059,1.09263,1.0798,1.09139,586130,16,87919500000
98,2020-05-19,1.09143,1.09753,1.09015,1.09217,612516,16,91877400000
99,2020-05-20,1.09217,1.09984,1.09165,1.09767,568193,16,85228950000
100,2020-05-21,1.09761,1.10076,1.09364,1.09476,549767,16,82465050000
101,2020-05-22,1.09458,1.09529,1.08846,1.0901,545185,13,81777750000
102,2020-05-25,1.08921,1.09138,1.08697,1.0895,381745,16,50749200000
103,2020-05-26,1.0895,1.0995,1.08915,1.09814,579475,16,86921250000
104,2020-05-27,1.09807,1.10301,1.09331,1.10026,725287,16,108793050000
105,2020-05-28,1.10026,1.10926,1.0991,1.10757,702293,16,105343950000
106,2020-05-29,1.10756,1.11443,1.10667,1.10975,750583,13,112587450000
107,2020-06-01,1.11117,1.11532,1.10997,1.11343,649609,16,97441350000
108,2020-06-02,1.11342,1.11952,1.11144,1.11685,559024,16,83853600000
109,2020-06-03,1.11685,1.12571,1.1166,1.12324,597850,16,89677500000
110,2020-06-04,1.1232199999999999,1.13615,1.11939,1.13365,587499,16,88124850000
111,2020-06-05,1.13367,1.1383,1.12777,1.12915,658732,13,98809800000
112,2020-06-08,1.12928,1.1319,1.12674,1.1293199999999999,655771,16,98365650000
113,2020-06-09,1.1293199999999999,1.1363,1.12402,1.13389,704697,16,105704550000
114,2020-06-10,1.13389,1.14217,1.13205,1.13723,726967,16,109045050000
115,2020-06-11,1.13723,1.14029,1.12879,1.12981,865388,16,129808200000
116,2020-06-12,1.12981,1.13398,1.12118,1.12548,868392,13,130258800000
117,2020-06-15,1.12323,1.13316,1.12258,1.13222,879243,16,131886450000
118,2020-06-16,1.13222,1.13526,1.12271,1.12625,777916,14,116687400000
119,2020-06-17,1.12625,1.12933,1.12063,1.12426,766289,14,114943350000
120,2020-06-18,1.12426,1.12607,1.11848,1.12049,713300,14,106995000000
121,2020-06-19,1.12047,1.12538,1.11675,1.11763,681774,13,102266100000
122,2020-06-22,1.11822,1.12692,1.1167799999999999,1.1259299999999999,672661,14,100899150000
123,2020-06-23,1.1259299999999999,1.13479,1.12325,1.1307,820413,14,123039450000
124,2020-06-24,1.1307,1.13252,1.12478,1.12496,765888,14,114883200000
125,2020-06-25,1.12501,1.1259000000000001,1.11898,1.12166,799301,14,119895150000
126,2020-06-26,1.12166,1.12387,1.11946,1.12185,648976,13,97346400000
127,2020-06-29,1.1214,1.12872,1.1214,1.12404,686709,14,103006350000
128,2020-06-30,1.12404,1.12613,1.11903,1.12333,699043,14,104856450000
129,2020-07-01,1.12333,1.12745,1.11844,1.12499,719448,14,107917200000
130,2020-07-02,1.12499,1.1302,1.12227,1.12384,682755,14,102413250000
131,2020-07-03,1.12384,1.12519,1.12186,1.12475,553378,13,83006700000
132,2020-07-06,1.12427,1.13449,1.12377,1.13085,668432,14,100264800000
133,2020-07-07,1.13083,1.13318,1.12582,1.12723,673846,14,101076900000
134,2020-07-08,1.12723,1.13511,1.12615,1.13289,629058,14,94358700000
135,2020-07-09,1.13289,1.13701,1.12794,1.12838,670905,14,100635750000
136,2020-07-10,1.12838,1.13241,1.12542,1.13002,612772,13,91915800000
137,2020-07-13,1.13005,1.13742,1.13002,1.13432,658472,14,98770800000
138,2020-07-14,1.13432,1.1408,1.13245,1.13989,748152,14,112222800000
139,2020-07-15,1.13989,1.14513,1.13904,1.14109,728799,14,109319850000
140,2020-07-16,1.14109,1.14411,1.1369799999999999,1.13829,717160,14,107574000000
141,2020-07-17,1.13829,1.1443,1.13745,1.14272,608780,13,91317000000
142,2020-07-20,1.1402700000000001,1.1467100000000001,1.14018,1.14466,689715,14,103457250000
143,2020-07-21,1.14467,1.15391,1.14222,1.1526,740041,14,111006150000
144,2020-07-22,1.15258,1.16008,1.15061,1.15688,761231,14,114184650000
145,2020-07-23,1.15688,1.16262,1.15398,1.15954,784238,14,117635700000
146,2020-07-24,1.15953,1.16574,1.15807,1.16554,733734,13,110060100000
147,2020-07-27,1.16399,1.17807,1.16392,1.1751,811815,14,121772250000
148,2020-07-28,1.1751,1.1773,1.16981,1.17146,827959,14,124193850000
149,2020-07-29,1.17144,1.18055,1.17114,1.17907,746283,14,111942450000
150,2020-07-30,1.17907,1.18476,1.17301,1.18464,817384,15,122607600000
151,2020-07-31,1.18462,1.1908,1.17609,1.17794,912690,13,136903500000
152,2020-08-03,1.17673,1.17962,1.16952,1.17615,769377,15,115406550000
153,2020-08-04,1.17615,1.18055,1.17206,1.18017,735885,15,110382750000
154,2020-08-05,1.18017,1.19041,1.17922,1.18625,729478,15,109421700000
155,2020-08-06,1.1862300000000001,1.19153,1.1817199999999999,1.18761,789624,15,118443600000
156,2020-08-07,1.18756,1.18823,1.17545,1.1786,788143,13,118221450000
157,2020-08-10,1.17861,1.18,1.17353,1.17368,631904,15,94785600000
158,2020-08-11,1.17368,1.18072,1.17215,1.17392,777039,15,116555850000
159,2020-08-12,1.17392,1.18163,1.17103,1.17834,791939,15,118790850000
160,2020-08-13,1.17834,1.18634,1.17785,1.18124,839668,15,125950200000
161,2020-08-14,1.18124,1.18497,1.1781,1.1841599999999999,650486,13,97572900000
162,2020-08-17,1.1836,1.18802,1.1828,1.18691,627326,15,94098900000
163,2020-08-18,1.18691,1.1965,1.18646,1.19306,697468,15,104620200000
164,2020-08-19,1.19306,1.1952099999999999,1.1829399999999999,1.18359,734777,15,110216550000
165,2020-08-20,1.18359,1.18679,1.18014,1.18594,753363,15,113004450000
166,2020-08-21,1.18594,1.18821,1.17534,1.17961,713551,13,107032650000
167,2020-08-24,1.1786,1.1849,1.17836,1.17869,638898,15,95834700000
168,2020-08-25,1.1786699999999999,1.1843,1.17835,1.18336,710433,15,106564950000
169,2020-08-26,1.18336,1.18386,1.17716,1.18291,692820,15,103923000000
170,2020-08-27,1.18291,1.19011,1.17616,1.1821,792235,15,118835250000
171,2020-08-28,1.18211,1.19191,1.18104,1.19035,789426,13,118413900000
172,2020-08-31,1.18897,1.19654,1.18834,1.19354,753403,15,113010450000
173,2020-09-01,1.19354,1.20107,1.19006,1.1911100000000001,860345,15,129051750000
174,2020-09-02,1.19108,1.19281,1.18214,1.18539,797274,15,119591100000
175,2020-09-03,1.18539,1.18639,1.17882,1.18505,848989,15,127348350000
176,2020-09-04,1.18505,1.18647,1.17801,1.18376,840810,13,126121500000
177,2020-09-07,1.18442,1.18479,1.18106,1.18141,542990,15,81448500000
178,2020-09-08,1.18141,1.1826699999999999,1.17648,1.17738,843756,15,126563400000
179,2020-09-09,1.17738,1.18332,1.17521,1.18021,776213,15,116431950000
180,2020-09-10,1.18021,1.19167,1.17984,1.18142,825708,15,123856200000
181,2020-09-11,1.18142,1.18733,1.18076,1.18461,695757,13,104363550000
182,2020-09-14,1.1835,1.18873,1.18313,1.18643,653706,15,98055900000
183,2020-09-15,1.18638,1.18998,1.18388,1.18459,670550,15,100582500000
184,2020-09-16,1.18459,1.18819,1.1787,1.18147,748379,15,112256850000
185,2020-09-17,1.1815,1.18517,1.17367,1.18473,846505,15,126975750000
186,2020-09-18,1.18473,1.18697,1.18254,1.18407,757210,13,113581500000
187,2020-09-21,1.1838899999999999,1.1871,1.17309,1.17702,843055,15,126458250000
188,2020-09-22,1.17702,1.17736,1.16911,1.1706699999999999,828945,15,124341750000
189,2020-09-23,1.1706699999999999,1.17183,1.16503,1.1659,838432,15,125764800000
190,2020-09-24,1.1659,1.16862,1.16257,1.16677,831978,15,124796700000
191,2020-09-25,1.16677,1.16843,1.16114,1.16303,726665,13,108999750000
192,2020-09-28,1.16245,1.16793,1.16144,1.16654,720030,15,108004500000
193,2020-09-29,1.16654,1.17447,1.16608,1.17414,700881,15,105132150000
194,2020-09-30,1.17414,1.17542,1.16837,1.17194,823166,15,123474900000
195,2020-10-01,1.17194,1.1769,1.17164,1.17466,909058,15,118693500000
196,2020-10-02,1.1745,1.17487,1.16951,1.17168,864595,13,129689250000
197,2020-10-05,1.17102,1.17969,1.17055,1.1782,674808,15,101221200000
198,2020-10-06,1.1782,1.1807,1.17312,1.17329,719800,15,107970000000
199,2020-10-07,1.17329,1.17809,1.17244,1.17597,685376,15,102806400000
200,2020-10-08,1.17597,1.1781,1.1732,1.17586,662577,15,99386550000
201,2020-10-09,1.17586,1.18305,1.17503,1.18259,660181,13,99027150000
202,2020-10-12,1.18104,1.1826,1.1786,1.18105,643925,15,96588750000
203,2020-10-13,1.18104,1.18158,1.17299,1.17425,715780,15,107367000000
204,2020-10-14,1.17426,1.17704,1.17192,1.17446,721808,15,108271200000
205,2020-10-15,1.17446,1.1757,1.16877,1.1706699999999999,744400,15,111660000000
206,2020-10-16,1.1706699999999999,1.17454,1.16933,1.17191,695174,13,104276100000
207,2020-10-19,1.172,1.1793,1.17025,1.17692,707355,15,106103250000
208,2020-10-20,1.17692,1.184,1.17592,1.18203,724884,15,108732600000
209,2020-10-21,1.18203,1.188,1.182,1.1857,763225,15,114483750000
210,2020-10-22,1.1857,1.18662,1.18107,1.18169,696650,15,104497500000
211,2020-10-23,1.18169,1.1864,1.1786,1.18611,696417,13,104462550000
212,2020-10-26,1.18569,1.18595,1.18026,1.18089,720068,15,108010200000
213,2020-10-27,1.18082,1.1838,1.17789,1.1786699999999999,673206,15,100980900000
214,2020-10-28,1.17866,1.17873,1.1717,1.17451,816558,15,122483700000
215,2020-10-29,1.1745,1.1758,1.16494,1.16738,796267,15,119440050000
216,2020-10-30,1.16738,1.17035,1.16393,1.16453,836982,13,125547300000
217,2020-11-02,1.16462,1.1655,1.1621299999999999,1.16403,753543,15,113031450000
218,2020-11-03,1.16403,1.17391,1.16296,1.1712500000000001,722759,15,108413850000
219,2020-11-04,1.1714,1.17704,1.16021,1.17209,946877,15,142031550000
220,2020-11-05,1.17209,1.1859,1.171,1.18207,877064,15,131559600000
221,2020-11-06,1.18235,1.18902,1.17947,1.18756,840110,13,126016500000
222,2020-11-09,1.18881,1.19192,1.17947,1.18124,904509,15,135676350000
223,2020-11-10,1.18124,1.18426,1.17791,1.18131,889791,15,133468650000
224,2020-11-11,1.18131,1.1832,1.17448,1.17759,690474,15,103571100000
225,2020-11-12,1.17757,1.18224,1.1757900000000001,1.1803,742564,15,111384600000
226,2020-11-13,1.1803,1.18368,1.17984,1.18352,646271,13,96940650000
227,2020-11-16,1.1838899999999999,1.1868,1.18134,1.18503,665215,15,99782250000
228,2020-11-17,1.18503,1.18931,1.18417,1.18606,675942,15,101391300000
229,2020-11-18,1.18606,1.18902,1.18484,1.1852,684245,15,102636750000
230,2020-11-19,1.1852,1.18818,1.18156,1.18739,737289,15,110593350000
231,2020-11-20,1.18739,1.18902,1.1849,1.18625,664842,13,99726300000
232,2020-11-23,1.18454,1.19051,1.17991,1.18395,639726,15,95958900000
233,2020-11-24,1.18399,1.18953,1.18308,1.18892,716099,15,107414850000
234,2020-11-25,1.18892,1.1929,1.18812,1.19127,727039,15,109055850000
235,2020-11-26,1.19127,1.19402,1.18845,1.19119,468035,15,70205250000
236,2020-11-27,1.19119,1.19628,1.19062,1.19628,542700,13,81405000000
237,2020-11-30,1.19586,1.20025,1.19229,1.19264,772518,15,115877700000
238,2020-12-01,1.1924299999999999,1.20759,1.1923,1.20667,744948,15,111742200000
239,2020-12-02,1.20667,1.21177,1.20393,1.21125,736334,15,110450100000
240,2020-12-03,1.21123,1.21739,1.21002,1.21422,744133,15,111619950000
241,2020-12-04,1.21422,1.21767,1.21095,1.21204,719592,13,107938800000
242,2020-12-07,1.21292,1.21656,1.20778,1.21075,773199,15,115979850000
243,2020-12-08,1.21075,1.21334,1.20947,1.21005,737952,15,110692800000
244,2020-12-09,1.21005,1.21467,1.2058200000000001,1.20776,756606,15,113368200000
245,2020-12-10,1.20776,1.21582,1.207,1.21364,795879,15,119381850000
246,2020-12-11,1.21359,1.21622,1.21047,1.2112,773860,13,116079000000
247,2020-12-14,1.21346,1.21761,1.21149,1.21428,728915,15,109337250000
248,2020-12-15,1.21428,1.21682,1.21211,1.21499,720654,15,108098100000
249,2020-12-16,1.2149,1.22115,1.21244,1.2198,758181,15,113727150000
250,2020-12-17,1.21983,1.22721,1.21892,1.22661,728995,15,109349250000
251,2020-12-18,1.22668,1.2270699999999999,1.22248,1.22549,707267,13,106090050000
252,2020-12-21,1.2221,1.22522,1.21289,1.22401,934362,15,140154300000
253,2020-12-22,1.22401,1.22564,1.21515,1.216,773705,15,116055750000
254,2020-12-23,1.216,1.22203,1.21532,1.21834,749711,15,112456650000
255,2020-12-24,1.21834,1.2215,1.21766,1.21805,420206,13,63030900000
256,2020-12-28,1.2185,1.22498,1.21795,1.22154,638127,15,95719050000
257,2020-12-29,1.22154,1.22743,1.22062,1.22466,650766,15,97614900000
258,2020-12-30,1.22466,1.23092,1.22457,1.22935,659800,15,98970000000
259,2020-12-31,1.22935,1.23086,1.22142,1.22161,374748,13,56212200000
